Sampling_Date,Site_Code,Tree_ID,Genus,Species,Location_deg_min_sec_North_nosym,Location_deg_min_sec_West,dbh_cm,No_stem_cankers,Total_tree_height_m,Crown_density_percent,Crown_dieback_percent,Vigor_class,Uncompacted_live_crown_ratio,diameter_squared_x_height_cubic_cm,SLA_cm2_per_g,Area_per_needle_cm2,Fv_Fm,Amax_normalized_umol_per_m2_sec,gsw_normalized_umol_per_m2_sec,Branch_2_Fv_Fm,Branch_2_Amax,Branch_2_Rday,Branch_2_Phi,Branch_2_Theta,Branch_2_g_sw,Branch_3_Fv_Fm,Branch_3_Amax,Branch_3_Rday,Branch_3_Phi,Branch_3_Theta,Branch_3_g_sw,Fv_Fm,Average_Condensed_TANNINS_percent_DW,Average_SUGAR_percent_DW,Average_STARCH_percent_DW,
7/18/2022,CL2,W-41,Picea ,glauca,47 10 3.85,68 20 44.88,7.9,0,5.5,25,5,1,0.91,33900,33.3,0.1508,NA,8.43,0.06,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,5.1,30.1,2.4,
7/18/2022,CL2,W-42,Picea ,glauca,47 10 3.68,68 20 45.29,9.9,0,6.8,30,15,3,0.78,66922,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-43,Picea ,glauca,47 10 3.65,68 20 45.50,7.6,0,5.1,30,10,3,0.80,29360,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-44,Picea ,glauca,47 10 3.63,68 20 45.57,9.4,0,5.6,30,15,3,0.73,49132,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,R-45,Picea ,rubens,47 10 3.49,68 20 45.90,9.1,0,5.2,40,5,1,1.00,43487,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-46,Picea ,glauca,47 10 3.44,68 20 45.88,8.1,0,5.1,30,5,1,0.80,33511,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-47,Picea ,glauca,47 10 3.81,68 20 45.76,7.4,0,4.9,30,10,1,0.80,26799,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-48,Picea ,glauca,47 10 3.72,68 20 46.09,9.7,0,6.0,30,10,2,0.75,56329,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-49,Picea ,glauca,47 10 3.96,68 20 45.16,6.4,0,1.7,NA,NA,NA,1.00,6855,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL2,W-50,Picea ,glauca,47 10 3.90,68 20 45.23,5.3,0,1.7,NA,NA,NA,1.00,4837,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/15/22,CL3,W-1,Picea ,glauca,47 11 21.05,68 20 14.48,19.8,1,7.7,50,20,2,0.61,300344,30.8,0.1527,NA,16.79,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/15/22,CL3,W-2,Picea ,glauca,47 11 21.27,68 20 14.66,22.1,0,9.5,45,15,2,0.74,462269,40.6,0.1806,NA,11.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/15/22,CL3,W-3,Picea ,glauca,47 11 21.28,68 20 14.77,16.8,2,7.2,40,20,2,0.86,202343,40.7,0.1630,NA,10.22,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/15/22,CL3,W-4,Picea ,glauca,47 11 21.34,68 20 14.84,22.6,0,13.5,50,15,2,0.96,688649,34.8,0.1975,NA,16.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,NA,
7/15/22,CL3,W-5,Picea ,glauca,47 11 21.45,68 20 15.08,16.8,0,15.4,50,20,2,0.74,433865,35.7,0.1389,NA,12.84,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0,0.9,
7/15/22,CL3,W-6,Picea ,glauca,47 11 21.55,68 20 14.67,20.1,0,12.1,40,15,2,0.83,486890,40.8,0.1870,NA,14.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/15/22,CL3,W-7,Picea ,glauca,47 11 21.45,68 20 14.63,13.2,0,8.0,45,10,2,0.75,140033,41.3,0.1357,NA,14.57,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/15/22,CL3,W-8,Picea ,glauca,47 11 21.00,68 20 13.53,29.7,0,13.8,45,10,2,1.00,1216895,38.1,0.1500,0.96,8.37,NA,0.94,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,0.95,5.2,31.3,6.2,
7/18/2022,CL3,W-9,Picea ,glauca,47 11 20.93,68 20 13.69,8.4,0,5.7,80,5,1,0.91,40047,37.8,0.1278,0.96,13.96,0.16,0.87,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA,0.91,4.2,NA,NA,
7/18/2022,CL3,W-10,Picea ,glauca,47 11 20.74,68 20 13.50,5.6,0,3.6,70,5,1,1.00,11392,44.1,0.1126,0.96,9.18,0.14,0.87,NA,NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,0.89,3.5,22.6,7.3,
7/18/2022,CL3,B-11,Picea ,mariana,47 11 20.74,68 20 13.24,1.3,0,5.6,65,5,1,1.00,904,37.5,0.0997,0.84,13.62,0.10,0.93,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,0.91,3.9,NA,2.8,
7/18/2022,CL3,W-12,Picea ,glauca,47 11 20.65,68 20 13.28,6.4,0,4.2,65,5,1,1.00,16933,44.4,0.1014,0.86,9.68,0.09,0.97,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,0.93,7.5,NA,NA,
7/18/2022,CL3,W-13,Picea ,glauca,47 11 20.82,68 20 13.25,12.7,0,7.8,50,10,2,0.68,125752,32.6,0.2132,0.97,13.06,0.11,0.97,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,0.97,4.5,28.0,1.6,
7/18/2022,CL3,W-14,Picea ,glauca,47 11 20.73,68 20 13.04,15.0,0,10.0,50,10,2,0.90,223642,51.7,0.1190,0.88,9.77,0.09,0.96,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,0.93,3.3,24.5,1.4,
7/18/2022,CL3,B-15,Picea ,mariana,47 11 20.69,68 20 13.16,13.2,0,8.2,65,5,2,1.00,142671,43.9,0.1370,0.96,11.39,0.13,0.91,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,0.94,4.5,NA,NA,
7/18/2022,CL3,B-16,Picea ,mariana,47 11 20.62,68 20 13.18,14.0,0,9.2,45,10,2,0.78,179548,35.6,0.1256,0.93,1.47,0.14,0.96,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,0.95,4.0,25.0,2.0,
7/18/2022,CL3,W-17,Picea ,glauca,47 11 20.66,68 20 13.03,9.1,0,12.4,45,10,2,0.92,103878,47.5,0.1920,0.97,10.73,0.12,0.97,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,0.97,3.3,NA,NA,
7/18/2022,CL3,B-18,Picea ,mariana,47 11 20.55,68 20 13.11,3.3,0,8.0,55,10,2,1.00,8715,150.0,0.1111,0.84,12.65,0.15,0.96,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,0.88,5.9,NA,NA,
7/18/2022,CL3,W-19,Picea ,glauca,47 11 20.41,68 20 13.06,9.4,0,4.8,75,5,1,1.00,42617,33.8,0.1179,0.93,13.77,0.18,0.83,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,0.87,NA,27.3,6.0,
7/18/2022,CL3,B-20,Picea ,mariana,47 11 20.41,68 20 13.00,8.9,0,5.2,60,10,2,0.81,41105,43.8,0.1119,0.96,7.26,0.08,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,4.3,23.1,2.5,
7/18/2022,CL3,W-21,Picea ,glauca,47 11 20.29,68 20 12.83,7.1,0,5.0,75,0,1,1.00,25136,31.1,0.1418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL3,B-22,Picea ,mariana,47 11 20.37,68 20 12.67,15.2,0,10.2,60,5,1,0.90,236903,NA,NA,0.96,NA,NA,0.96,NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA,0.95,NA,NA,NA,
7/18/2022,CL3,B-23,Picea ,mariana,47 11 20.29,68 20 12.60,15.7,0,8.0,55,10,2,0.88,198446,44.7,0.1371,0.93,NA,NA,0.93,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,0.94,3.8,27.4,2.3,
7/18/2022,CL3,B-24,Picea ,mariana,47 11 20.16,68 20 12.62,9.1,0,6.0,25,30,3,0.83,50143,36.8,0.1812,0.95,1.40,0.02,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,7.5,7.2,NA,
7/18/2022,CL3,W-25,Picea ,glauca,47 11 20.09,68 20 12.54,6.9,0,3.9,35,15,1,1.00,18466,NA,NA,0.94,NA,NA,0.95,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,0.95,4.9,NA,NA,
7/18/2022,CL3,B-26,Picea ,mariana,47 11 20.08,68 20 12.29,11.9,0,5.9,15,70,3,1.00,84722,38.2,0.1269,0.94,4.02,0.02,0.97,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,0.95,7.9,NA,NA,
7/18/2022,CL3,B-27,Picea ,mariana,47 11 20.12,68 20 12.17,12.4,0,9.2,50,35,2,1.00,143061,39.6,0.1228,0.93,5.06,0.21,0.95,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,0.95,6.5,NA,NA,
7/18/2022,CL3,B-28,Picea ,mariana,47 11 20.05,68 20 12.11,17.3,0,8.7,45,45,2,1.00,259602,34.0,0.1322,0.96,8.48,0.04,0.95,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,0.95,5.2,NA,NA,
7/18/2022,CL3,B-29,Picea ,mariana,47 11 19.96,68 20 12.17,18.0,0,8.7,40,35,2,1.00,283014,41.5,0.1206,0.94,5.61,0.02,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,0.94,5.9,24.7,4.9,
7/18/2022,CL3,B-30,Picea ,mariana,47 11 20.04,68 20 12.07,14.2,0,7.9,30,40,NA,1.00,160820,36.2,0.1173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,
7/18/2022,CL3,B-31,Picea ,mariana,47 11 20.10,68 20 14.97,16.0,1,10.4,40,30,2,1.00,266081,NA, NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL3,R-32,Picea ,rubens,47 11 21.06,68 20 16.47,14.7,2,10.7,35,15,2,1.00,232312,NA, NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL3,W-33,Picea ,glauca,47 11 21.58,68 20 15.46,18.0,0,9.0,40,50,2,1.00,292314,NA, NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL3,W-34,Picea ,glauca,47 11 21.60,68 20 15.28,23.4,0,11.0,50,20,1,1.00,602043,NA, NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL3,W-35,Picea ,glauca,47 11 21.51,68 20 15.38,14.0,0,10.4,30,40,2,1.00,202192,NA, NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL3,W-36,Picea ,glauca,47 11 21.32,68 20 15.21,10.9,0,8.1,35,40,2,1.00,97033,NA, NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/18/2022,CL3,W-37,Picea ,glauca,47 11 21.85,68 20 14.72,15.5,1,10.1,35,10,1,1.00,242249,NA, NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,NA,NA,NA,
7/18/2022,CL3,W-38,Picea ,glauca,47 11 21.97,68 20 15.81,8.1,0,4.7,35,5,1,1.00,31079,NA, NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,4.8,NA,NA,
7/18/2022,CL3,W-39,Picea ,glauca,47 11 21.94,68 20 15.90,3.8,0,2.5,65,0,1,1.00,3629,NA, NA,0.95,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,NA,NA,NA,
7/18/2022,CL3,W-40,Picea ,glauca,47 11 21.99,68 20 15.95,3.6,1,2.0,20,30,2,1.00,2529,42.5,0.1441,0.97,17.83,0.16,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,NA,NA,6.5,
7/18/2022,CL3,W-41,Picea ,glauca,47 11 22.49,68 20 16.56,3.6,0,2.2,50,5,1,1.00,2782,46.3,0.1418,0.95,10.97,0.07,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,4.9,NA,NA,
7/18/2022,CL3,W-42,Picea ,glauca,47 11 22.95,68 20 17.11,6.6,0,2.6,45,5,1,1.92,11339,29.4,0.1613,0.95,11.81,0.08,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,5.0,NA,NA,
7/18/2022,CL3,W-43,Picea ,glauca,47 11 23.00,68 20 16.95,4.3,0,2.2,40,10,1,1.00,4102,33.9,0.1293,0.96,15.33,0.15,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,6.1,NA,NA,
7/18/2022,CL3,W-44,Picea ,glauca,47 11 23.11,68 20 16.93,4.3,0,3.0,35,10,1,1.00,5594,35.1,0.1563,0.96,14.20,0.13,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,4.8,NA,NA,
7/18/2022,CL3,W-45,Picea ,glauca,47 11 22.89,68 20 16.61,4.6,1,2.8,35,15,2,1.00,5853,35.9,0.1386,0.93,16.70,0.15,0.96,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,0.95,4.9,NA,NA,
7/18/2022,CL3,W-46,Picea ,glauca,47 11 21.88,68 20 14.99,17.3,0,12.4,35,50,2,1.00,370626,31.2,0.1481,0.94,9.50,0.03,0.96,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,0.95,4.9,NA,NA,
7/18/2022,CL3,W-47,Picea ,glauca,47 11 21.77,68 20 15.00,13.7,0,7.4,40,40,2,1.00,138622,41.0,0.1880,NA,8.15,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/29/2022,SR1,W-1,Picea ,glauca,47 06 36.96,68 12 47.82,2.3,0,2.0,70,0,1,1.00,1045,37.0,0.1852,0.96,9.56,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,5.8,NA,20.3,
7/29/2022,SR1,W-2,Picea ,glauca,47 06 36.88,68 12 47.82,3.6,0,2.8,50,0,1,1.00,3541,39.6,0.1319,0.87,3.94,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA,NA,6.7,
7/29/2022,SR1,W-3,Picea ,glauca,47 06 35.56,68 12 49.00,18.3,0,1.7,55,5,2,0.00,56857,42.9,0.1964,0.97,14.12,0.11,0.72,NA,NA,NA,NA,NA,0.87,NA,NA,NA,NA,NA,0.85,5.9,26.2,1.3,
7/29/2022,SR1,W-4,Picea ,glauca,47 06 35.56,68 12 49.24,23.1,0,1.7,35,5,2,0.00,90824,37.5,0.1148,0.85,14.16,0.13,0.86,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA,0.87,5.4,25.0,2.5,
7/29/2022,SR1,W-5,Picea ,glauca,47 06 36.40,68 12 49.88,8.1,0,1.7,60,0,1,1.00,11231,43.3,0.1340,0.94,13.68,0.09,0.82,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA,0.85,4.0,13.7,2.9,
7/29/2022,SR1,R-6,Picea ,glauca,47 06 36.29,68 12 50.37,18.0,0,1.7,40,0,1,0.00,55288,47.1,0.2400,0.90,7.98,0.04,0.84,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,0.90,4.2,14.0,6.2,
7/29/2022,SR1,W-7,Picea ,glauca,47 06 35.99,68 12 50.12,17.8,0,1.7,70,5,1,0.00,53742,29.0,0.1800,0.87,17.90,0.12,0.96,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,0.89,4.0,26.2,2.9,
7/29/2022,SR1,W-8,Picea ,glauca,47 06 35.91,68 12 50.45,21.1,1,1.7,40,20,1,0.00,75557,54.0,0.1247,0.94,5.74,0.04,0.84,NA,NA,NA,NA,NA,0.87,NA,NA,NA,NA,NA,0.88,4.6,26.9,1.7,
7/29/2022,SR1,W-9,Picea ,glauca,47 06 35.58,68 12 51.03,19.8,0,1.7,35,10,1,0.00,66728,44.5,0.1525,0.97,10.22,0.15,0.88,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,0.92,7.6,27.4,1.8,
7/29/2022,SR1,W-10,Picea ,glauca,47 06 35.36,68 12 51.64,17.0,0,1.7,20,30,2,0.00,49234,35.8,0.1367,0.97,NA,NA,0.75,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,0.89,5.4,28.4,6.2,
7/29/2022,SR1,W-11,Picea ,glauca,47 06 34.82,68 12 50.94,18.8,0,1.7,35,10,1,0.00,60059,39.7,0.1386,0.86,NA,NA,0.95,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,0.92,4.8,27.2,3.1,
7/29/2022,SR1,W-12,Picea ,glauca,47 06 34.54,68 12 50.64,24.1,0,1.7,40,25,1,0.00,98984,42.4,0.2141,0.97,NA,NA,0.89,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA,0.93,3.7,27.8,2.5,
7/29/2022,SR1,W-13,Picea ,glauca,47 06 34.44,68 12 50.41,17.5,0,1.7,35,10,2,0.00,52217,50.5,0.2353,0.98,11.17,0.14,0.98,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,0.98,5.6,29.2,1.4,
7/29/2022,SR1,R-14,Picea ,glauca,47 06 34.21,68 12 51.30,12.4,0,1.7,35,5,1,0.00,26333,44.0,0.1989,0.98,8.26,0.19,0.98,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,0.98,3.9,19.2,1.7,
7/29/2022,SR1,W-15,Picea ,glauca,47 06 33.68,68 12 51.01,24.4,0,1.7,35,10,1,0.00,101079,49.3,0.1515,0.98,8.45,1.30,0.98,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,0.98,4.5,27.0,1.3,
7/29/2022,SR1,W-16,Picea ,glauca,47 06 33.08,68 12 51.14,19.1,0,1.7,50,5,1,0.00,61693,32.8,0.2111,0.96,15.95,0.26,0.96,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,0.96,5.4,27.0,6.0,
7/29/2022,SR1,W-17,Picea ,glauca,47 06 32.45,68 12 51.41,17.8,1,1.7,35,10,2,0.00,53742,51.5,0.1405,0.82,13.47,2.03,0.82,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,0.87,5.5,26.2,4.0,
7/29/2022,SR1,W-18,Picea ,glauca,47 06 32.50,68 12 51.73,23.1,0,1.7,25,20,2,0.00,90824,48.7,0.1832,0.97,9.04,0.23,0.97,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,0.96,5.8,28.8,1.2,
7/29/2022,SR1,W-19,Picea ,glauca,47 06 32.05,68 12 52.10,15.2,1,1.7,35,15,2,0.00,39484,45.1,0.1575,0.98,12.25,0.18,0.92,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,0.96,4.8,24.6,4.7,
7/29/2022,SR1,W-20,Picea ,glauca,47 06 31.55,68 12 50.75,17.3,0,1.7,50,5,1,0.00,50715,44.8,0.1749,0.96,NA,NA,0.89,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,0.94,5.4,30.0,1.6,
7/29/2022,SR1,W-21,Picea ,glauca,47 06 31.78,68 12 51.72,18.3,0,1.7,45,10,1,NA,56857,47.7,0.2946,0.98,NA,NA,0.98,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,0.97,5.5,29.4,1.5,
7/29/2022,SR1,W-22,Picea ,glauca,47 06 31.87,68 12 50.60,20.6,0,1.7,35,20,2,0.00,71959,11.8,0.0576,0.96,46.80,NA,0.98,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,0.97,4.8,25.8,3.2,
7/29/2022,SR1,W-23,Picea ,glauca,47 06 31.84,68 12 50.43,20.6,0,1.7,30,10,2,0.00,71959,50.5,0.1587,0.98,3.70,0.10,0.92,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,0.96,4.8,29.0,2.9,
7/29/2022,SR1,W-24,Picea ,glauca,47 06 32.55,68 12 50.36,25.1,0,1.7,45,30,1,0.00,107495,212.1,0.1397,0.98,NA,0.26,0.97,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,0.97,5.9,28.6,3.1,
